1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00
5.211694299069772285e+01,1.010101010101010083e-01,1.000000000000000056e-01,9.400000000000000000e+01
5.206319758717673096e+01,2.020202020202020166e-01,1.630000000000000060e-01,1.500000000000000000e+01
5.251113069423817592e+01,3.030303030303030387e-01,4.780000000000000915e-01,8.700000000000000000e+01
5.253416269680162998e+01,4.040404040404040331e-01,8.740000000000001101e-01,7.000000000000000000e+00
5.255091995098855762e+01,5.050505050505050830e-01,2.260000000000000064e-01,7.300000000000000000e+01
5.256322132362027588e+01,6.060606060606060774e-01,7.030000000000000693e-01,2.700000000000000000e+01
5.255999265417842992e+01,7.070707070707070718e-01,8.470000000000000862e-01,5.000000000000000000e+01
5.256317366122442536e+01,8.080808080808080662e-01,2.800000000000000266e-01,2.400000000000000000e+01
5.256368055206651491e+01,9.090909090909090606e-01,1.900000000000000022e-01,7.200000000000000000e+01
5.256367470633087180e+01,1.010101010101010166e+00,7.480000000000001092e-01,1.300000000000000000e+01
5.256362658204180605e+01,1.111111111111111160e+00,5.770000000000000684e-01,5.900000000000000000e+01
5.256366048172721861e+01,1.212121212121212155e+00,8.650000000000001021e-01,5.200000000000000000e+01
5.256366415934050451e+01,1.313131313131313149e+00,9.280000000000000471e-01,1.400000000000000000e+01
5.256366360444749830e+01,1.414141414141414144e+00,6.400000000000000133e-01,6.000000000000000000e+01
5.256360994411829779e+01,1.515151515151515138e+00,2.890000000000000346e-01,5.700000000000000000e+01
5.256342644676439591e+01,1.616161616161616132e+00,5.590000000000000524e-01,1.800000000000000000e+01
5.256366318803868865e+01,1.717171717171717127e+00,1.540000000000000258e-01,3.000000000000000000e+00
5.256366948754583746e+01,1.818181818181818121e+00,2.620000000000000107e-01,7.200000000000000000e+01
5.256356235572123126e+01,1.919191919191919116e+00,5.500000000000000444e-01,6.500000000000000000e+01
5.256364456597123080e+01,2.020202020202020332e+00,7.210000000000000853e-01,6.400000000000000000e+01
5.256367864112142030e+01,2.121212121212121104e+00,3.970000000000000195e-01,4.400000000000000000e+01
5.256363066447629251e+01,2.222222222222222321e+00,7.120000000000000773e-01,9.600000000000000000e+01
5.256361058186312363e+01,2.323232323232323093e+00,5.590000000000000524e-01,2.500000000000000000e+01
5.256358490647888715e+01,2.424242424242424310e+00,8.470000000000000862e-01,7.000000000000000000e+00
5.256365431596924509e+01,2.525252525252525082e+00,6.400000000000000133e-01,5.600000000000000000e+01
5.256360566203733953e+01,2.626262626262626299e+00,3.880000000000000115e-01,1.000000000000000000e+01
5.256362752486130319e+01,2.727272727272727071e+00,9.910000000000001030e-01,3.900000000000000000e+01
5.256364232029282846e+01,2.828282828282828287e+00,6.760000000000000453e-01,1.000000000000000000e+00
5.256363866033189680e+01,2.929292929292929060e+00,9.640000000000000790e-01,7.800000000000000000e+01
5.256365926877553107e+01,3.030303030303030276e+00,5.230000000000000204e-01,7.700000000000000000e+01
5.256351776808412524e+01,3.131313131313131048e+00,2.980000000000000426e-01,6.300000000000000000e+01
5.256356157366069226e+01,3.232323232323232265e+00,5.230000000000000204e-01,6.600000000000000000e+01
5.256312478291935264e+01,3.333333333333333481e+00,1.630000000000000060e-01,2.300000000000000000e+01
5.256364445484824444e+01,3.434343434343434254e+00,4.240000000000000435e-01,2.300000000000000000e+01
5.256307574713738973e+01,3.535353535353535470e+00,8.920000000000000151e-01,5.600000000000000000e+01
5.256338401420024553e+01,3.636363636363636243e+00,1.900000000000000022e-01,6.200000000000000000e+01
5.256354880648507333e+01,3.737373737373737459e+00,4.060000000000000275e-01,6.900000000000000000e+01
5.256367380076974882e+01,3.838383838383838231e+00,1.000000000000000056e-01,7.300000000000000000e+01
5.256329576417276428e+01,3.939393939393939448e+00,5.950000000000000844e-01,7.400000000000000000e+01
5.256364193886015812e+01,4.040404040404040664e+00,1.360000000000000098e-01,4.600000000000000000e+01
5.256365493022609314e+01,4.141414141414140992e+00,1.270000000000000018e-01,3.900000000000000000e+01
5.256341810030424000e+01,4.242424242424242209e+00,3.430000000000000271e-01,5.500000000000000000e+01
5.256366208723833466e+01,4.343434343434343425e+00,4.780000000000000915e-01,9.800000000000000000e+01
5.256335898174602050e+01,4.444444444444444642e+00,8.830000000000001181e-01,3.000000000000000000e+00
5.256364852174765190e+01,4.545454545454544970e+00,4.150000000000000355e-01,1.800000000000000000e+01
